density, u_velocity, v_velocity, pressure, x_points, y_points, z_points
0.121047, 1736.71, -10.4422, 10668.3, -0.0015978, -0.101725, 0.0
0.116749, 1735.88, 2.21371, 10073.4, -0.00165232, -0.105223, 0.0
0.116191, 1735.93, 3.79132, 10005.3, -0.00170685, -0.108721, 0.0
0.116151, 1735.94, 3.79712, 10000.5, -0.00176137, -0.11222, 0.0
0.116149, 1735.94, 3.69593, 10000.2, -0.00181589, -0.115718, 0.0
0.116148, 1735.94, 3.59474, 10000.2, -0.00187042, -0.119217, 0.0
0.116148, 1735.94, 3.49872, 10000.2, -0.00192494, -0.122715, 0.0
0.116148, 1735.94, 3.40769, 10000.2, -0.00197946, -0.126214, 0.0
0.116148, 1735.94, 3.32129, 10000.2, -0.00203398, -0.129712, 0.0
0.116148, 1735.94, 3.23914, 10000.2, -0.00208851, -0.133211, 0.0
0.116147, 1735.94, 3.16097, 10000.2, -0.00214303, -0.136709, 0.0
0.116147, 1735.94, 3.08648, 10000.2, -0.00219755, -0.140208, 0.0
0.116147, 1735.94, 3.01541, 10000.2, -0.00225208, -0.143706, 0.0
0.116147, 1735.94, 2.94754, 10000.2, -0.0023066, -0.147205, 0.0
0.116147, 1735.94, 2.88267, 10000.2, -0.00236112, -0.150703, 0.0
0.116147, 1735.94, 2.8206, 10000.1, -0.00241565, -0.154201, 0.0
0.116147, 1735.94, 2.76113, 10000.1, -0.00247017, -0.1577, 0.0
0.116147, 1735.94, 2.70405, 10000.1, -0.00252469, -0.161198, 0.0
0.116146, 1735.94, 2.64937, 10000.1, -0.00257922, -0.164697, 0.0
0.116146, 1735.94, 2.59685, 10000.1, -0.00263374, -0.168195, 0.0
0.116146, 1735.94, 2.54637, 10000.1, -0.00268826, -0.171694, 0.0
0.116146, 1735.94, 2.49782, 10000.1, -0.00274278, -0.175192, 0.0
0.116146, 1735.94, 2.45109, 10000.1, -0.00279731, -0.178691, 0.0
0.116146, 1735.94, 2.40607, 10000.1, -0.00285183, -0.182189, 0.0
0.116146, 1735.94, 2.36267, 10000.1, -0.00290635, -0.185688, 0.0
0.116146, 1735.94, 2.32082, 10000.1, -0.00296088, -0.189186, 0.0
0.116146, 1735.94, 2.28042, 10000.1, -0.0030154, -0.192685, 0.0
0.116146, 1735.94, 2.2414, 10000.1, -0.00306992, -0.196183, 0.0
0.116146, 1735.94, 2.20369, 10000.1, -0.00312445, -0.199681, 0.0
0.116146, 1735.94, 2.16724, 10000.1, -0.00317897, -0.20318, 0.0
0.116146, 1735.94, 2.13197, 10000.1, -0.00323349, -0.206678, 0.0
0.116146, 1735.94, 2.09783, 10000.1, -0.00328802, -0.210177, 0.0
0.116146, 1735.94, 2.06476, 10000.1, -0.00334254, -0.213675, 0.0
0.116145, 1735.94, 2.03272, 10000.1, -0.00339706, -0.217174, 0.0
0.116145, 1735.94, 2.00166, 10000.1, -0.00345159, -0.220672, 0.0
0.116145, 1735.94, 1.97154, 10000.1, -0.00350611, -0.224171, 0.0
0.116145, 1735.94, 1.9423, 10000.1, -0.00356063, -0.227669, 0.0
0.116145, 1735.94, 1.91393, 10000.1, -0.00361515, -0.231168, 0.0
0.116145, 1735.94, 1.88637, 10000.1, -0.00366968, -0.234666, 0.0
0.116145, 1735.94, 1.85959, 10000.1, -0.0037242, -0.238164, 0.0
0.116145, 1735.94, 1.83356, 10000.1, -0.00377872, -0.241663, 0.0
0.116145, 1735.94, 1.80825, 10000.1, -0.00383325, -0.245161, 0.0
0.116145, 1735.94, 1.78363, 10000.1, -0.00388777, -0.24866, 0.0
0.116145, 1735.94, 1.75965, 10000.1, -0.00394229, -0.252158, 0.0
0.116145, 1735.94, 1.73624, 10000.1, -0.00399682, -0.255657, 0.0
0.116145, 1735.94, 1.71305, 10000, -0.00405134, -0.259155, 0.0
0.116144, 1735.94, 1.68844, 9999.94, -0.00410586, -0.262654, 0.0
0.11614, 1735.94, 1.65477, 9999.48, -0.00416039, -0.266152, 0.0
0.116126, 1735.94, 1.5774, 9997.72, -0.00421491, -0.269651, 0.0
0.116088, 1735.95, 1.29587, 9993.23, -0.00426943, -0.273149, 0.0
0.125356, 1735.34, -23.5485, 11306.9, -0.00479095, -0.101597, 0.0
0.117072, 1735.71, 1.15236, 10113.5, -0.00495273, -0.105036, 0.0
0.116199, 1735.93, 3.69693, 10006.3, -0.00511451, -0.108476, 0.0
0.11615, 1735.94, 3.732, 10000.4, -0.00527629, -0.111916, 0.0
0.116148, 1735.94, 3.63381, 10000.2, -0.00543807, -0.115355, 0.0
0.116148, 1735.94, 3.53571, 10000.1, -0.00559984, -0.118795, 0.0
0.116147, 1735.94, 3.44261, 10000.1, -0.00576162, -0.122235, 0.0
0.116147, 1735.94, 3.35429, 10000.1, -0.0059234, -0.125675, 0.0
0.116147, 1735.94, 3.27039, 10000.1, -0.00608518, -0.129114, 0.0
0.116147, 1735.94, 3.19055, 10000.1, -0.00624696, -0.132554, 0.0
0.116147, 1735.94, 3.11455, 10000.1, -0.00640873, -0.135994, 0.0
0.116147, 1735.94, 3.04209, 10000.1, -0.00657051, -0.139433, 0.0
0.116147, 1735.94, 2.97288, 10000.1, -0.00673229, -0.142873, 0.0
0.116147, 1735.94, 2.90673, 10000.1, -0.00689407, -0.146313, 0.0
0.116147, 1735.94, 2.84353, 10000.1, -0.00705585, -0.149753, 0.0
0.116146, 1735.94, 2.78302, 10000.1, -0.00721763, -0.153192, 0.0
0.116146, 1735.94, 2.72504, 10000.1, -0.0073794, -0.156632, 0.0
0.116146, 1735.94, 2.66942, 10000.1, -0.00754118, -0.160072, 0.0
0.116146, 1735.94, 2.61603, 10000.1, -0.00770296, -0.163512, 0.0
0.116146, 1735.94, 2.56473, 10000.1, -0.00786474, -0.166951, 0.0
0.116146, 1735.94, 2.5154, 10000.1, -0.00802652, -0.170391, 0.0
0.116146, 1735.94, 2.46794, 10000.1, -0.00818829, -0.173831, 0.0
0.116146, 1735.94, 2.42223, 10000.1, -0.00835007, -0.17727, 0.0
0.116146, 1735.94, 2.37818, 10000.1, -0.00851185, -0.18071, 0.0
0.116146, 1735.94, 2.33571, 10000.1, -0.00867363, -0.18415, 0.0
0.116146, 1735.94, 2.29473, 10000.1, -0.00883541, -0.18759, 0.0
0.116146, 1735.94, 2.25517, 10000.1, -0.00899718, -0.191029, 0.0
0.116146, 1735.94, 2.21694, 10000.1, -0.00915896, -0.194469, 0.0
0.116146, 1735.94, 2.17999, 10000.1, -0.00932074, -0.197909, 0.0
0.116145, 1735.94, 2.14425, 10000.1, -0.00948252, -0.201349, 0.0
0.116145, 1735.94, 2.10966, 10000.1, -0.0096443, -0.204788, 0.0
0.116145, 1735.94, 2.07617, 10000.1, -0.00980608, -0.208228, 0.0
0.116145, 1735.94, 2.04373, 10000.1, -0.00996785, -0.211668, 0.0
0.116145, 1735.94, 2.01229, 10000.1, -0.0101296, -0.215107, 0.0
0.116145, 1735.94, 1.98179, 10000.1, -0.0102914, -0.218547, 0.0
0.116145, 1735.94, 1.95221, 10000.1, -0.0104532, -0.221987, 0.0
0.116145, 1735.94, 1.9235, 10000.1, -0.010615, -0.225427, 0.0
0.116145, 1735.94, 1.89563, 10000.1, -0.0107767, -0.228866, 0.0
0.116145, 1735.94, 1.86854, 10000.1, -0.0109385, -0.232306, 0.0
0.116145, 1735.94, 1.84222, 10000.1, -0.0111003, -0.235746, 0.0
0.116145, 1735.94, 1.81664, 10000.1, -0.0112621, -0.239185, 0.0
0.116145, 1735.94, 1.79175, 10000, -0.0114239, -0.242625, 0.0
0.116145, 1735.94, 1.76753, 10000, -0.0115856, -0.246065, 0.0
0.116145, 1735.94, 1.74394, 10000, -0.0117474, -0.249505, 0.0
0.116145, 1735.94, 1.72087, 10000, -0.0119092, -0.252944, 0.0
0.116145, 1735.94, 1.69789, 10000, -0.012071, -0.256384, 0.0
0.116144, 1735.94, 1.67303, 9999.89, -0.0122327, -0.259824, 0.0
0.116139, 1735.94, 1.6375, 9999.38, -0.0123945, -0.263264, 0.0
0.116124, 1735.94, 1.55297, 9997.57, -0.0125563, -0.266703, 0.0
0.116091, 1735.95, 1.2518, 9993.52, -0.0127181, -0.270143, 0.0
0.129903, 1733.03, -37.7488, 12055.8, -0.00797764, -0.101368, 0.0
0.117278, 1735.5, 0.441679, 10139.6, -0.00824305, -0.104746, 0.0
0.116192, 1735.92, 3.64063, 10005.5, -0.00850846, -0.108124, 0.0
0.116148, 1735.94, 3.66339, 10000.2, -0.00877386, -0.111502, 0.0
0.116147, 1735.94, 3.5665, 10000.1, -0.00903927, -0.11488, 0.0
0.116147, 1735.94, 3.47156, 10000.1, -0.00930468, -0.118258, 0.0
0.116147, 1735.94, 3.38142, 10000.1, -0.00957008, -0.121635, 0.0
0.116147, 1735.94, 3.29589, 10000.1, -0.00983549, -0.125013, 0.0
0.116147, 1735.94, 3.2146, 10000.1, -0.0101009, -0.128391, 0.0
0.116147, 1735.94, 3.13707, 10000.1, -0.0103663, -0.131769, 0.0
0.116146, 1735.94, 3.06333, 10000.1, -0.0106317, -0.135147, 0.0
0.116146, 1735.94, 2.993, 10000.1, -0.0108971, -0.138525, 0.0
0.116146, 1735.94, 2.92583, 10000.1, -0.0111625, -0.141902, 0.0
0.116146, 1735.94, 2.86161, 10000.1, -0.0114279, -0.14528, 0.0
0.116146, 1735.94, 2.80014, 10000.1, -0.0116933, -0.148658, 0.0
0.116146, 1735.94, 2.74126, 10000.1, -0.0119587, -0.152036, 0.0
0.116146, 1735.94, 2.68481, 10000.1, -0.0122241, -0.155414, 0.0
0.116146, 1735.94, 2.63063, 10000.1, -0.0124896, -0.158792, 0.0
0.116146, 1735.94, 2.5786, 10000.1, -0.012755, -0.162169, 0.0
0.116146, 1735.94, 2.52859, 10000.1, -0.0130204, -0.165547, 0.0
0.116146, 1735.94, 2.48048, 10000.1, -0.0132858, -0.168925, 0.0
0.116146, 1735.94, 2.43417, 10000.1, -0.0135512, -0.172303, 0.0
0.116146, 1735.94, 2.38955, 10000.1, -0.0138166, -0.175681, 0.0
0.116146, 1735.94, 2.34654, 10000.1, -0.014082, -0.179059, 0.0
0.116145, 1735.94, 2.30505, 10000, -0.0143474, -0.182436, 0.0
0.116145, 1735.94, 2.26501, 10000, -0.0146128, -0.185814, 0.0
0.116145, 1735.94, 2.22633, 10000, -0.0148782, -0.189192, 0.0
0.116145, 1735.94, 2.18895, 10000, -0.0151436, -0.19257, 0.0
0.116145, 1735.94, 2.15281, 10000, -0.015409, -0.195948, 0.0
0.116145, 1735.94, 2.11784, 10000, -0.0156744, -0.199326, 0.0
0.116145, 1735.94, 2.08398, 10000, -0.0159398, -0.202703, 0.0
0.116145, 1735.94, 2.0512, 10000, -0.0162052, -0.206081, 0.0
0.116145, 1735.94, 2.01943, 10000, -0.0164707, -0.209459, 0.0
0.116145, 1735.94, 1.98863, 10000, -0.0167361, -0.212837, 0.0
0.116145, 1735.94, 1.95875, 10000, -0.0170015, -0.216215, 0.0
0.116145, 1735.94, 1.92976, 10000, -0.0172669, -0.219593, 0.0
0.116145, 1735.94, 1.90161, 10000, -0.0175323, -0.222971, 0.0
0.116145, 1735.94, 1.87428, 10000, -0.0177977, -0.226348, 0.0
0.116145, 1735.94, 1.84771, 10000, -0.0180631, -0.229726, 0.0
0.116145, 1735.94, 1.8219, 10000, -0.0183285, -0.233104, 0.0
0.116145, 1735.94, 1.79679, 10000, -0.0185939, -0.236482, 0.0
0.116145, 1735.94, 1.77236, 10000, -0.0188593, -0.23986, 0.0
0.116145, 1735.94, 1.74859, 10000, -0.0191247, -0.243238, 0.0
0.116145, 1735.94, 1.72541, 10000, -0.0193901, -0.246615, 0.0
0.116145, 1735.94, 1.70271, 10000, -0.0196555, -0.249993, 0.0
0.116144, 1735.94, 1.67995, 9999.99, -0.0199209, -0.253371, 0.0
0.116143, 1735.94, 1.65479, 9999.85, -0.0201863, -0.256749, 0.0
0.116139, 1735.94, 1.61721, 9999.28, -0.0204518, -0.260127, 0.0
0.116123, 1735.94, 1.52534, 9997.45, -0.0207172, -0.263505, 0.0
0.116093, 1735.95, 1.20717, 9993.82, -0.0209826, -0.266882, 0.0
0.134708, 1729.65, -52.9889, 12930.5, -0.0111547, -0.10104, 0.0
0.117344, 1735.33, 0.188691, 10147.1, -0.0115201, -0.104353, 0.0
0.116175, 1735.93, 3.60841, 10003.5, -0.0118854, -0.107666, 0.0
0.116147, 1735.94, 3.5896, 10000, -0.0122507, -0.110979, 0.0
0.116146, 1735.94, 3.49402, 10000, -0.012616, -0.114292, 0.0
0.116146, 1735.94, 3.40237, 10000, -0.0129814, -0.117605, 0.0
0.116146, 1735.94, 3.31521, 10000, -0.0133467, -0.120919, 0.0
0.116146, 1735.94, 3.23255, 10000, -0.013712, -0.124232, 0.0
0.116146, 1735.94, 3.15395, 10000, -0.0140774, -0.127545, 0.0
0.116146, 1735.94, 3.07909, 10000, -0.0144427, -0.130858, 0.0
0.116146, 1735.94, 3.00771, 10000, -0.014808, -0.134171, 0.0
0.116146, 1735.94, 2.93956, 10000, -0.0151733, -0.137484, 0.0
0.116146, 1735.94, 2.87442, 10000, -0.0155387, -0.140797, 0.0
0.116146, 1735.94, 2.81212, 10000, -0.015904, -0.14411, 0.0
0.116146, 1735.94, 2.75246, 10000, -0.0162693, -0.147423, 0.0
0.116146, 1735.94, 2.69527, 10000, -0.0166346, -0.150736, 0.0
0.116146, 1735.94, 2.64042, 10000, -0.017, -0.154049, 0.0
0.116145, 1735.94, 2.58776, 10000, -0.0173653, -0.157362, 0.0
0.116145, 1735.94, 2.53715, 10000, -0.0177306, -0.160675, 0.0
0.116145, 1735.94, 2.48849, 10000, -0.0180959, -0.163988, 0.0
0.116145, 1735.94, 2.44166, 10000, -0.0184613, -0.167301, 0.0
0.116145, 1735.94, 2.39656, 10000, -0.0188266, -0.170614, 0.0
0.116145, 1735.94, 2.35309, 10000, -0.0191919, -0.173927, 0.0
0.116145, 1735.94, 2.31118, 10000, -0.0195572, -0.17724, 0.0
0.116145, 1735.94, 2.27073, 10000, -0.0199226, -0.180553, 0.0
0.116145, 1735.94, 2.23167, 10000, -0.0202879, -0.183866, 0.0
0.116145, 1735.94, 2.19394, 10000, -0.0206532, -0.187179, 0.0
0.116145, 1735.94, 2.15746, 10000, -0.0210186, -0.190492, 0.0
0.116145, 1735.94, 2.12217, 10000, -0.0213839, -0.193805, 0.0
0.116145, 1735.94, 2.08802, 10000, -0.0217492, -0.197118, 0.0
0.116145, 1735.94, 2.05496, 10000, -0.0221145, -0.200431, 0.0
0.116145, 1735.94, 2.02292, 10000, -0.0224799, -0.203744, 0.0
0.116145, 1735.94, 1.99187, 10000, -0.0228452, -0.207057, 0.0
0.116145, 1735.94, 1.96175, 10000, -0.0232105, -0.21037, 0.0
0.116145, 1735.94, 1.93254, 10000, -0.0235758, -0.213683, 0.0
0.116145, 1735.94, 1.90418, 10000, -0.0239412, -0.216996, 0.0
0.116145, 1735.94, 1.87664, 10000, -0.0243065, -0.220309, 0.0
0.116145, 1735.94, 1.84988, 10000, -0.0246718, -0.223622, 0.0
0.116145, 1735.94, 1.82388, 10000, -0.0250371, -0.226935, 0.0
0.116145, 1735.94, 1.7986, 10000, -0.0254025, -0.230248, 0.0
0.116145, 1735.94, 1.77401, 10000, -0.0257678, -0.233561, 0.0
0.116145, 1735.94, 1.75009, 10000, -0.0261331, -0.236874, 0.0
0.116145, 1735.94, 1.72679, 10000, -0.0264985, -0.240187, 0.0
0.116145, 1735.94, 1.70407, 10000, -0.0268638, -0.243501, 0.0
0.116145, 1735.94, 1.68176, 10000, -0.0272291, -0.246814, 0.0
0.116144, 1735.94, 1.65921, 9999.96, -0.0275944, -0.250127, 0.0
0.116143, 1735.94, 1.6337, 9999.8, -0.0279598, -0.25344, 0.0
0.116138, 1735.94, 1.59391, 9999.19, -0.0283251, -0.256753, 0.0
0.116122, 1735.94, 1.49465, 9997.35, -0.0286904, -0.260066, 0.0
0.116096, 1735.95, 1.16211, 9994.13, -0.0290557, -0.263379, 0.0
0.13977, 1725.1, -69.1813, 13946.4, -0.0143191, -0.100613, 0.0
0.11726, 1735.26, 0.480179, 10131.6, -0.0147806, -0.103858, 0.0
0.116156, 1735.94, 3.57707, 10001.2, -0.0152421, -0.107104, 0.0
0.116146, 1735.94, 3.50964, 9999.92, -0.0157035, -0.110349, 0.0
0.116146, 1735.94, 3.41646, 9999.93, -0.016165, -0.113595, 0.0
0.116146, 1735.94, 3.32822, 9999.94, -0.0166265, -0.11684, 0.0
0.116146, 1735.94, 3.24443, 9999.94, -0.0170879, -0.120086, 0.0
0.116146, 1735.94, 3.16475, 9999.95, -0.0175494, -0.123332, 0.0
0.116145, 1735.94, 3.0889, 9999.95, -0.0180109, -0.126577, 0.0
0.116145, 1735.94, 3.0166, 9999.96, -0.0184724, -0.129823, 0.0
0.116145, 1735.94, 2.9476, 9999.96, -0.0189338, -0.133068, 0.0
0.116145, 1735.94, 2.8817, 9999.96, -0.0193953, -0.136314, 0.0
0.116145, 1735.94, 2.81868, 9999.97, -0.0198568, -0.139559, 0.0
0.116145, 1735.94, 2.75835, 9999.97, -0.0203182, -0.142805, 0.0
0.116145, 1735.94, 2.70056, 9999.97, -0.0207797, -0.14605, 0.0
0.116145, 1735.94, 2.64514, 9999.97, -0.0212412, -0.149296, 0.0
0.116145, 1735.94, 2.59195, 9999.98, -0.0217026, -0.152541, 0.0
0.116145, 1735.94, 2.54086, 9999.98, -0.0221641, -0.155787, 0.0
0.116145, 1735.94, 2.49174, 9999.98, -0.0226256, -0.159032, 0.0
0.116145, 1735.94, 2.44449, 9999.98, -0.0230871, -0.162278, 0.0
0.116145, 1735.94, 2.39899, 9999.98, -0.0235485, -0.165523, 0.0
0.116145, 1735.94, 2.35516, 9999.98, -0.02401, -0.168769, 0.0
0.116145, 1735.94, 2.3129, 9999.99, -0.0244715, -0.172014, 0.0
0.116145, 1735.94, 2.27214, 9999.99, -0.0249329, -0.17526, 0.0
0.116145, 1735.94, 2.23278, 9999.99, -0.0253944, -0.178505, 0.0
0.116145, 1735.94, 2.19477, 9999.99, -0.0258559, -0.181751, 0.0
0.116145, 1735.94, 2.15803, 9999.99, -0.0263173, -0.184996, 0.0
0.116145, 1735.94, 2.1225, 9999.99, -0.0267788, -0.188242, 0.0
0.116145, 1735.94, 2.08812, 9999.99, -0.0272403, -0.191487, 0.0
0.116145, 1735.94, 2.05484, 9999.99, -0.0277018, -0.194733, 0.0
0.116145, 1735.94, 2.0226, 9999.99, -0.0281632, -0.197978, 0.0
0.116145, 1735.94, 1.99136, 9999.99, -0.0286247, -0.201224, 0.0
0.116145, 1735.94, 1.96107, 9999.99, -0.0290862, -0.204469, 0.0
0.116145, 1735.94, 1.93169, 9999.99, -0.0295476, -0.207715, 0.0
0.116145, 1735.94, 1.90317, 9999.99, -0.0300091, -0.21096, 0.0
0.116145, 1735.94, 1.87549, 9999.99, -0.0304706, -0.214206, 0.0
0.116145, 1735.94, 1.8486, 9999.99, -0.030932, -0.217451, 0.0
0.116145, 1735.94, 1.82247, 10000, -0.0313935, -0.220697, 0.0
0.116145, 1735.94, 1.79706, 10000, -0.031855, -0.223942, 0.0
