density, u_velocity, v_velocity, pressure, x_points, y_points, z_points
0.116144, 867.972, 8.76507e-14, 10000, 0.294118, 0.12, 0.0
0.116144, 867.972, 6.77886e-15, 10000, 0.294118, 0.36, 0.0
0.116144, 867.972, -1.5584e-16, 10000, 0.294118, 0.6, 0.0
0.116144, 867.972, -5.81536e-15, 10000, 0.294118, 0.84, 0.0
0.116144, 867.972, -3.05376e-14, 10000, 0.294118, 1.08, 0.0
0.116144, 867.972, 3.64789e-14, 10000, 0.294118, 1.32, 0.0
0.116144, 867.972, 2.71507e-14, 10000, 0.294118, 1.56, 0.0
0.116144, 867.972, -9.64269e-14, 10000, 0.294118, 1.8, 0.0
0.116144, 867.972, -6.88262e-14, 10000, 0.294118, 2.04, 0.0
0.116144, 867.972, 1.97727e-14, 10000, 0.294118, 2.28, 0.0
0.116144, 867.972, -5.45587e-14, 10000, 0.294118, 2.52, 0.0
0.116144, 867.972, -8.46919e-14, 10000, 0.294118, 2.76, 0.0
0.116144, 867.972, -8.66684e-15, 10000, 0.294118, 3, 0.0
0.116144, 867.972, -1.30037e-14, 10000, 0.294118, 3.24, 0.0
0.116144, 867.972, 1.2015e-13, 10000, 0.294118, 3.48, 0.0
0.116144, 867.972, 5.78777e-14, 10000, 0.294118, 3.72, 0.0
0.116144, 867.972, -6.17102e-14, 10000, 0.294118, 3.96, 0.0
0.116144, 867.972, -2.0291e-14, 10000, 0.294118, 4.2, 0.0
0.116144, 867.972, 1.04594e-14, 10000, 0.294118, 4.44, 0.0
0.116144, 867.972, 4.86603e-14, 10000, 0.294118, 4.68, 0.0
0.116144, 867.972, -5.59877e-14, 10000, 0.294118, 4.92, 0.0
0.116144, 867.972, 2.53613e-15, 10000, 0.294118, 5.16, 0.0
0.116144, 867.972, -3.34993e-14, 10000, 0.294118, 5.4, 0.0
0.116144, 867.972, 1.33166e-14, 10000, 0.294118, 5.64, 0.0
0.116144, 867.972, 4.96865e-14, 10000, 0.294118, 5.88, 0.0
0.116144, 867.972, 1.03113e-13, 10000, 0.882353, 0.12, 0.0
0.116144, 867.972, 2.25956e-13, 10000, 0.882353, 0.36, 0.0
0.116144, 867.972, 6.19564e-14, 10000, 0.882353, 0.6, 0.0
0.116144, 867.972, 7.06124e-14, 10000, 0.882353, 0.84, 0.0
0.116144, 867.972, 2.01434e-13, 10000, 0.882353, 1.08, 0.0
0.116144, 867.972, 1.36195e-13, 10000, 0.882353, 1.32, 0.0
0.116144, 867.972, 9.84064e-14, 10000, 0.882353, 1.56, 0.0
0.116144, 867.972, -2.57301e-14, 10000, 0.882353, 1.8, 0.0
0.116144, 867.972, 6.50963e-15, 10000, 0.882353, 2.04, 0.0
0.116144, 867.972, 5.67058e-15, 10000, 0.882353, 2.28, 0.0
0.116144, 867.972, 9.26676e-15, 10000, 0.882353, 2.52, 0.0
0.116144, 867.972, -2.64269e-14, 10000, 0.882353, 2.76, 0.0
0.116144, 867.972, -6.32265e-14, 10000, 0.882353, 3, 0.0
0.116144, 867.972, 8.71663e-14, 10000, 0.882353, 3.24, 0.0
0.116144, 867.972, 2.5446e-13, 10000, 0.882353, 3.48, 0.0
0.116144, 867.972, 5.12657e-14, 10000, 0.882353, 3.72, 0.0
0.116144, 867.972, -6.9895e-15, 10000, 0.882353, 3.96, 0.0
0.116144, 867.972, 2.66859e-14, 10000, 0.882353, 4.2, 0.0
0.116144, 867.972, 3.16062e-15, 10000, 0.882353, 4.44, 0.0
0.116144, 867.972, 1.72618e-15, 10000, 0.882353, 4.68, 0.0
0.116144, 867.972, 3.41806e-14, 10000, 0.882353, 4.92, 0.0
0.116144, 867.972, -4.17402e-14, 10000, 0.882353, 5.16, 0.0
0.116144, 867.972, 3.49266e-14, 10000, 0.882353, 5.4, 0.0
0.116144, 867.972, -6.81777e-14, 10000, 0.882353, 5.64, 0.0
0.116144, 867.972, 1.62388e-14, 10000, 0.882353, 5.88, 0.0
0.116144, 867.972, 1.25079e-14, 10000, 1.47059, 0.12, 0.0
0.116144, 867.972, -3.28437e-13, 10000, 1.47059, 0.36, 0.0
0.116144, 867.972, -5.10033e-13, 10000, 1.47059, 0.6, 0.0
0.116144, 867.972, -7.20628e-13, 10000, 1.47059, 0.84, 0.0
0.116144, 867.972, -7.89856e-13, 10000, 1.47059, 1.08, 0.0
0.116144, 867.972, -7.14765e-13, 10000, 1.47059, 1.32, 0.0
0.116144, 867.972, -7.07933e-13, 10000, 1.47059, 1.56, 0.0
0.116144, 867.972, -6.52852e-13, 10000, 1.47059, 1.8, 0.0
0.116144, 867.972, -5.9665e-13, 10000, 1.47059, 2.04, 0.0
0.116144, 867.972, -3.83887e-13, 10000, 1.47059, 2.28, 0.0
0.116144, 867.972, -3.47947e-13, 10000, 1.47059, 2.52, 0.0
0.116144, 867.972, -3.2741e-13, 10000, 1.47059, 2.76, 0.0
0.116144, 867.972, -2.22676e-13, 10000, 1.47059, 3, 0.0
0.116144, 867.972, -9.61481e-14, 10000, 1.47059, 3.24, 0.0
0.116144, 867.972, -6.53716e-14, 10000, 1.47059, 3.48, 0.0
0.116144, 867.972, 4.01326e-14, 10000, 1.47059, 3.72, 0.0
0.116144, 867.972, 3.09958e-14, 10000, 1.47059, 3.96, 0.0
0.116144, 867.972, -7.97264e-14, 10000, 1.47059, 4.2, 0.0
0.116144, 867.972, -5.61551e-16, 10000, 1.47059, 4.44, 0.0
0.116144, 867.972, -5.45786e-15, 10000, 1.47059, 4.68, 0.0
0.116144, 867.972, -9.40489e-14, 10000, 1.47059, 4.92, 0.0
0.116144, 867.972, 4.17499e-14, 10000, 1.47059, 5.16, 0.0
0.116144, 867.972, -3.4774e-14, 10000, 1.47059, 5.4, 0.0
0.116144, 867.972, -5.78101e-14, 10000, 1.47059, 5.64, 0.0
0.116144, 867.972, -2.68437e-14, 10000, 1.47059, 5.88, 0.0
0.116144, 867.972, 9.66288e-13, 10000, 2.05882, 0.12, 0.0
0.116144, 867.972, 2.69377e-12, 10000, 2.05882, 0.36, 0.0
0.116144, 867.972, 4.18725e-12, 10000, 2.05882, 0.6, 0.0
0.116144, 867.972, 4.93847e-12, 10000, 2.05882, 0.84, 0.0
0.116144, 867.972, 5.38267e-12, 10000, 2.05882, 1.08, 0.0
0.116144, 867.972, 5.20084e-12, 10000, 2.05882, 1.32, 0.0
0.116144, 867.972, 4.79219e-12, 10000, 2.05882, 1.56, 0.0
0.116144, 867.972, 4.11406e-12, 10000, 2.05882, 1.8, 0.0
0.116144, 867.972, 3.36776e-12, 10000, 2.05882, 2.04, 0.0
0.116144, 867.972, 2.81373e-12, 10000, 2.05882, 2.28, 0.0
0.116144, 867.972, 1.93478e-12, 10000, 2.05882, 2.52, 0.0
0.116144, 867.972, 1.54904e-12, 10000, 2.05882, 2.76, 0.0
0.116144, 867.972, 1.16254e-12, 10000, 2.05882, 3, 0.0
0.116144, 867.972, 7.89593e-13, 10000, 2.05882, 3.24, 0.0
0.116144, 867.972, 5.19099e-13, 10000, 2.05882, 3.48, 0.0
0.116144, 867.972, 2.24957e-13, 10000, 2.05882, 3.72, 0.0
0.116144, 867.972, 1.85321e-13, 10000, 2.05882, 3.96, 0.0
0.116144, 867.972, 1.36375e-13, 10000, 2.05882, 4.2, 0.0
0.116144, 867.972, 6.51836e-14, 10000, 2.05882, 4.44, 0.0
0.116144, 867.972, 7.48715e-14, 10000, 2.05882, 4.68, 0.0
0.116144, 867.972, -2.43577e-14, 10000, 2.05882, 4.92, 0.0
0.116144, 867.972, -2.06063e-14, 10000, 2.05882, 5.16, 0.0
0.116144, 867.972, 6.65729e-14, 10000, 2.05882, 5.4, 0.0
0.116144, 867.972, 7.58927e-14, 10000, 2.05882, 5.64, 0.0
0.116144, 867.972, 9.3135e-14, 10000, 2.05882, 5.88, 0.0
0.116144, 867.972, -7.04211e-12, 10000, 2.64706, 0.12, 0.0
0.116144, 867.972, -2.01595e-11, 10000, 2.64706, 0.36, 0.0
0.116144, 867.972, -3.01847e-11, 10000, 2.64706, 0.6, 0.0
0.116144, 867.972, -3.63825e-11, 10000, 2.64706, 0.84, 0.0
0.116144, 867.972, -3.84303e-11, 10000, 2.64706, 1.08, 0.0
0.116144, 867.972, -3.7045e-11, 10000, 2.64706, 1.32, 0.0
0.116144, 867.972, -3.32722e-11, 10000, 2.64706, 1.56, 0.0
0.116144, 867.972, -2.81894e-11, 10000, 2.64706, 1.8, 0.0
0.116144, 867.972, -2.26837e-11, 10000, 2.64706, 2.04, 0.0
0.116144, 867.972, -1.74621e-11, 10000, 2.64706, 2.28, 0.0
0.116144, 867.972, -1.3094e-11, 10000, 2.64706, 2.52, 0.0
0.116144, 867.972, -9.44124e-12, 10000, 2.64706, 2.76, 0.0
0.116144, 867.972, -6.50184e-12, 10000, 2.64706, 3, 0.0
0.116144, 867.972, -4.28613e-12, 10000, 2.64706, 3.24, 0.0
0.116144, 867.972, -2.88915e-12, 10000, 2.64706, 3.48, 0.0
0.116144, 867.972, -2.02473e-12, 10000, 2.64706, 3.72, 0.0
0.116144, 867.972, -1.28882e-12, 10000, 2.64706, 3.96, 0.0
0.116144, 867.972, -7.69405e-13, 10000, 2.64706, 4.2, 0.0
0.116144, 867.972, -4.08735e-13, 10000, 2.64706, 4.44, 0.0
0.116144, 867.972, -2.44845e-13, 10000, 2.64706, 4.68, 0.0
0.116144, 867.972, -2.63813e-13, 10000, 2.64706, 4.92, 0.0
0.116144, 867.972, -2.00699e-13, 10000, 2.64706, 5.16, 0.0
0.116144, 867.972, 8.75981e-14, 10000, 2.64706, 5.4, 0.0
0.116144, 867.972, 1.16339e-13, 10000, 2.64706, 5.64, 0.0
0.116144, 867.972, -3.50393e-14, 10000, 2.64706, 5.88, 0.0
0.116144, 867.972, 5.26189e-11, 10000, 3.23529, 0.12, 0.0
0.116144, 867.972, 1.49148e-10, 10000, 3.23529, 0.36, 0.0
0.116144, 867.972, 2.21982e-10, 10000, 3.23529, 0.6, 0.0
0.116144, 867.972, 2.63414e-10, 10000, 3.23529, 0.84, 0.0
0.116144, 867.972, 2.73533e-10, 10000, 3.23529, 1.08, 0.0
0.116144, 867.972, 2.58563e-10, 10000, 3.23529, 1.32, 0.0
0.116144, 867.972, 2.27129e-10, 10000, 3.23529, 1.56, 0.0
0.116144, 867.972, 1.88021e-10, 10000, 3.23529, 1.8, 0.0
0.116144, 867.972, 1.47938e-10, 10000, 3.23529, 2.04, 0.0
0.116144, 867.972, 1.11625e-10, 10000, 3.23529, 2.28, 0.0
0.116144, 867.972, 8.09171e-11, 10000, 3.23529, 2.52, 0.0
0.116144, 867.972, 5.67129e-11, 10000, 3.23529, 2.76, 0.0
0.116144, 867.972, 3.86777e-11, 10000, 3.23529, 3, 0.0
0.116144, 867.972, 2.56829e-11, 10000, 3.23529, 3.24, 0.0
0.116144, 867.972, 1.65732e-11, 10000, 3.23529, 3.48, 0.0
0.116144, 867.972, 1.03732e-11, 10000, 3.23529, 3.72, 0.0
0.116144, 867.972, 6.40836e-12, 10000, 3.23529, 3.96, 0.0
0.116144, 867.972, 3.93542e-12, 10000, 3.23529, 4.2, 0.0
0.116144, 867.972, 2.31192e-12, 10000, 3.23529, 4.44, 0.0
0.116144, 867.972, 1.34921e-12, 10000, 3.23529, 4.68, 0.0
0.116144, 867.972, 7.50682e-13, 10000, 3.23529, 4.92, 0.0
