density, u_velocity, v_velocity, pressure, x_points, y_points, z_points
0.0888164, 816.126, -125.453, 15330.9, -0.00312323, -0.103414, 0.0
0.126248, 768.399, -183.003, 19748.3, -0.0033361, -0.110569, 0.0
0.162533, 748.762, -227.641, 24257.9, -0.00355766, -0.118015, 0.0
0.201008, 741.973, -263.443, 28897.7, -0.00378826, -0.125766, 0.0
0.233862, 746.739, -284.154, 32440.2, -0.00402827, -0.133832, 0.0
0.239361, 763.527, -269.354, 31206.1, -0.00427807, -0.142228, 0.0
0.202957, 797.257, -194.639, 23559, -0.00453807, -0.150967, 0.0
0.149568, 841.135, -79.1505, 14473.8, -0.00480868, -0.160062, 0.0
0.122288, 863.246, -13.8331, 10705.9, -0.00509034, -0.169528, 0.0
0.116701, 867.518, -1.27144, 10061.8, -0.00538348, -0.179381, 0.0
0.116184, 867.938, -0.090075, 10004.4, -0.0056886, -0.189636, 0.0
0.116147, 867.97, -0.00552635, 10000.3, -0.00600616, -0.200309, 0.0
0.116144, 867.972, -0.00029987, 10000, -0.00633669, -0.211418, 0.0
0.116144, 867.972, -1.45153e-05, 10000, -0.0066807, -0.22298, 0.0
0.116144, 867.972, -6.2935e-07, 10000, -0.00703875, -0.235014, 0.0
0.116144, 867.972, -2.44712e-08, 10000, -0.00741142, -0.247539, 0.0
0.116144, 867.972, -8.52631e-10, 10000, -0.00779929, -0.260576, 0.0
0.116144, 867.972, -2.65003e-11, 10000, -0.00820299, -0.274144, 0.0
0.116144, 867.972, -7.25667e-13, 10000, -0.00862317, -0.288266, 0.0
0.116144, 867.972, -3.64923e-14, 10000, -0.0090605, -0.302964, 0.0
0.116144, 867.972, 2.90784e-14, 10000, -0.00951567, -0.318263, 0.0
0.116144, 867.972, -3.79975e-14, 10000, -0.00998942, -0.334185, 0.0
0.116144, 867.972, -4.13072e-15, 10000, -0.0104825, -0.350758, 0.0
0.116144, 867.972, -1.65869e-14, 10000, -0.0109957, -0.368006, 0.0
0.116144, 867.972, -2.8884e-14, 10000, -0.0115299, -0.385959, 0.0
0.0980267, 793.022, -167.991, 17569.1, -0.00935184, -0.10293, 0.0
0.138118, 743.751, -216.264, 22240.8, -0.00997649, -0.109841, 0.0
0.175361, 724.385, -255.539, 26949.7, -0.0106266, -0.117033, 0.0
0.214911, 717.783, -288.083, 31782, -0.0113033, -0.124519, 0.0
0.247994, 723.679, -305.572, 35298.3, -0.0120076, -0.132311, 0.0
0.249737, 744.679, -282.181, 33147.4, -0.0127406, -0.14042, 0.0
0.203041, 789.958, -188.273, 23407.1, -0.0135036, -0.148861, 0.0
0.144532, 843.197, -61.5386, 13581.4, -0.0142977, -0.157646, 0.0
0.119727, 865.08, -6.78996, 10383.7, -0.0151242, -0.166789, 0.0
0.11634, 867.804, -0.352158, 10020.5, -0.0159844, -0.176306, 0.0
0.116153, 867.965, -0.0129035, 10000.9, -0.0168797, -0.186211, 0.0
0.116144, 867.972, -0.000312339, 10000, -0.0178116, -0.19652, 0.0
0.116144, 867.972, -6.02347e-07, 10000, -0.0187815, -0.20725, 0.0
0.116144, 867.972, 4.33913e-07, 10000, -0.019791, -0.218418, 0.0
0.116144, 867.972, 2.9064e-08, 10000, -0.0208417, -0.230042, 0.0
0.116144, 867.972, 1.27734e-09, 10000, -0.0219352, -0.24214, 0.0
0.116144, 867.972, 4.43265e-11, 10000, -0.0230734, -0.254731, 0.0
0.116144, 867.972, 1.29837e-12, 10000, -0.0242581, -0.267837, 0.0
0.116144, 867.972, 7.46581e-14, 10000, -0.025491, -0.281477, 0.0
0.116144, 867.972, -5.26264e-15, 10000, -0.0267744, -0.295675, 0.0
0.116144, 867.972, 3.24861e-14, 10000, -0.02811, -0.310451, 0.0
0.116144, 867.972, -2.21617e-14, 10000, -0.0295002, -0.325831, 0.0
0.116144, 867.972, 1.262e-14, 10000, -0.0309471, -0.341838, 0.0
0.116144, 867.972, -5.63263e-15, 10000, -0.0324531, -0.358498, 0.0
0.116144, 867.972, -1.40599e-14, 10000, -0.0340205, -0.375839, 0.0
0.109924, 764.121, -201.046, 20346.2, -0.0155335, -0.102072, 0.0
0.152853, 714.575, -240.7, 25218.3, -0.0165415, -0.108717, 0.0
0.191085, 696.19, -275.73, 30110.5, -0.0175907, -0.115633, 0.0
0.231705, 690.196, -305.905, 35117.4, -0.0186826, -0.122832, 0.0
0.264323, 697.84, -321.178, 38471.6, -0.0198192, -0.130324, 0.0
0.260338, 724.743, -290.399, 35059.4, -0.0210021, -0.138121, 0.0
0.201043, 784.46, -178.73, 22906.8, -0.0222333, -0.146237, 0.0
0.13875, 847.124, -45.3485, 12686.9, -0.0235147, -0.154685, 0.0
0.117844, 866.63, -2.72586, 10171.5, -0.0248484, -0.163477, 0.0
0.11619, 867.935, -0.0652515, 10004.6, -0.0262366, -0.172627, 0.0
0.116145, 867.971, -0.00089971, 10000.1, -0.0276814, -0.182152, 0.0
0.116144, 867.972, -2.89375e-06, 10000, -0.0291852, -0.192065, 0.0
0.116144, 867.972, -5.10839e-08, 10000, -0.0307503, -0.202382, 0.0
0.116144, 867.972, -1.8663e-08, 10000, -0.0323793, -0.213121, 0.0
0.116144, 867.972, -1.28056e-09, 10000, -0.0340748, -0.224298, 0.0
0.116144, 867.972, -5.57082e-11, 10000, -0.0358395, -0.23593, 0.0
0.116144, 867.972, -1.93394e-12, 10000, -0.0376762, -0.248038, 0.0
0.116144, 867.972, -1.63792e-14, 10000, -0.0395879, -0.26064, 0.0
0.116144, 867.972, 2.5255e-14, 10000, -0.0415776, -0.273756, 0.0
0.116144, 867.972, 2.13833e-14, 10000, -0.0436485, -0.287407, 0.0
0.116144, 867.972, -1.23292e-14, 10000, -0.0458039, -0.301616, 0.0
0.116144, 867.972, 2.12203e-15, 10000, -0.0480473, -0.316404, 0.0
0.116144, 867.972, 9.559e-15, 10000, -0.0503822, -0.331796, 0.0
0.116144, 867.972, 1.35225e-14, 10000, -0.0528124, -0.347816, 0.0
0.116144, 867.972, 1.38199e-14, 10000, -0.0553418, -0.36449, 0.0
0.122664, 731.944, -232.407, 23448.7, -0.021646, -0.100845, 0.0
0.168511, 683.085, -263.831, 28494.5, -0.0230081, -0.107206, 0.0
0.207484, 666.142, -294.656, 33539.4, -0.0244258, -0.113826, 0.0
0.248894, 661.024, -322.349, 38687.6, -0.0259014, -0.120717, 0.0
0.280464, 670.776, -335.147, 41770.3, -0.0274372, -0.127889, 0.0
0.269706, 705.031, -295.979, 36817.5, -0.0290356, -0.135353, 0.0
0.197709, 781.138, -165.954, 22144.5, -0.0306993, -0.143122, 0.0
0.133056, 852.501, -29.8548, 11850.5, -0.0324309, -0.151209, 0.0
0.116728, 867.614, -0.646186, 10054.7, -0.0342332, -0.159625, 0.0
0.11615, 867.969, -0.00367715, 10000.5, -0.036109, -0.168385, 0.0
0.116144, 867.972, -4.23373e-06, 10000, -0.0380613, -0.177502, 0.0
0.116144, 867.972, 3.69003e-09, 10000, -0.0400934, -0.186991, 0.0
0.116144, 867.972, 1.2982e-09, 10000, -0.0422084, -0.196868, 0.0
0.116144, 867.972, 1.01994e-09, 10000, -0.0444096, -0.207147, 0.0
0.116144, 867.972, 3.60465e-11, 10000, -0.0467008, -0.217846, 0.0
0.116144, 867.972, 3.19557e-12, 10000, -0.0490854, -0.228982, 0.0
0.116144, 867.972, 3.07015e-14, 10000, -0.0515673, -0.240572, 0.0
0.116144, 867.972, 2.40653e-14, 10000, -0.0541506, -0.252636, 0.0
0.116144, 867.972, 6.07013e-14, 10000, -0.0568392, -0.265191, 0.0
