density, u_velocity, v_velocity, pressure, x_points, y_points, z_points
0.116144, 867.972, 0, 10000, 0.294118, 0.12, 0.0
0.116144, 867.972, 0, 10000, 0.294118, 0.36, 0.0
0.116144, 867.972, 0, 10000, 0.294118, 0.6, 0.0
0.116144, 867.972, 0, 10000, 0.294118, 0.84, 0.0
0.116144, 867.972, 0, 10000, 0.294118, 1.08, 0.0
0.116144, 867.972, 0, 10000, 0.294118, 1.32, 0.0
0.116144, 867.972, 0, 10000, 0.294118, 1.56, 0.0
0.116144, 867.972, 0, 10000, 0.294118, 1.8, 0.0
0.116144, 867.972, 0, 10000, 0.294118, 2.04, 0.0
0.116144, 867.972, 0, 10000, 0.294118, 2.28, 0.0
0.116144, 867.972, 0, 10000, 0.294118, 2.52, 0.0
0.116144, 867.972, 0, 10000, 0.294118, 2.76, 0.0
0.116144, 867.972, 0, 10000, 0.294118, 3, 0.0
0.116144, 867.972, 0, 10000, 0.294118, 3.24, 0.0
0.116144, 867.972, 0, 10000, 0.294118, 3.48, 0.0
0.116144, 867.972, 0, 10000, 0.294118, 3.72, 0.0
0.116144, 867.972, 0, 10000, 0.294118, 3.96, 0.0
0.116144, 867.972, 0, 10000, 0.294118, 4.2, 0.0
0.116144, 867.972, 0, 10000, 0.294118, 4.44, 0.0
0.116144, 867.972, 0, 10000, 0.294118, 4.68, 0.0
0.116144, 867.972, 0, 10000, 0.294118, 4.92, 0.0
0.116144, 867.972, 0, 10000, 0.294118, 5.16, 0.0
0.116144, 867.972, 0, 10000, 0.294118, 5.4, 0.0
0.116144, 867.972, 0, 10000, 0.294118, 5.64, 0.0
0.116144, 867.972, 0, 10000, 0.294118, 5.88, 0.0
0.116144, 867.972, 0, 10000, 0.882353, 0.12, 0.0
0.116144, 867.972, 0, 10000, 0.882353, 0.36, 0.0
0.116144, 867.972, 0, 10000, 0.882353, 0.6, 0.0
0.116144, 867.972, 0, 10000, 0.882353, 0.84, 0.0
0.116144, 867.972, 0, 10000, 0.882353, 1.08, 0.0
0.116144, 867.972, 0, 10000, 0.882353, 1.32, 0.0
0.116144, 867.972, 0, 10000, 0.882353, 1.56, 0.0
0.116144, 867.972, 0, 10000, 0.882353, 1.8, 0.0
0.116144, 867.972, 0, 10000, 0.882353, 2.04, 0.0
0.116144, 867.972, 0, 10000, 0.882353, 2.28, 0.0
0.116144, 867.972, 0, 10000, 0.882353, 2.52, 0.0
0.116144, 867.972, 0, 10000, 0.882353, 2.76, 0.0
